time,agg_demand,agg_supply,agg_actual_demand,historical_prices,cost_transaction,total_transaction_cost,total_expenditure_hourly,trading_volume,biomass_volume,nat_grid_volume,trading_volume_elect,biomass_volume_elect,nat_grid_volume_elect,no_total_transactions,no_trades_market,no_market_transactions,no_nat_grid_transactions,no_bids_market,no_asks_market,charge_history_agg,avg_expenditure_hourly,avg_transactions_hourly,avg_bids_agent,avg_asks_agent,avg_bids_day,avg_asks_day,avg_cost_day_agent,avg_nat_grid_purchases_day,nat_grid_purchases_day,trading_daily_volume,percentage_Market_Trades,black_Out_Instances
99,30496.633333333324,0,30496.633333333324,0,NaN,0,0.9670000001788139,0,0,0.872,0,0,6000,1,0,0,1,0,2,332902.3952380954,0.02148888894589618,,0,0.044444444444444446,,,,,,,0,
100,30011.883333333324,0,30011.883333333324,0,0.062,0.062,0.6189999990165234,0,0,0,0,0,0,1,0,1,0,1,2,307382.2452380954,0.013755555497482419,,0.022222222222222223,0.044444444444444446,,,,,,,0,
101,27997.949999999997,0,27997.949999999997,0,0.062,0.062,0.6180000007152557,0,0,0,0,0,0,1,0,1,0,1,2,288446.72857142886,0.013733333384152502,,0.022222222222222223,0.044444444444444446,,,,,,,0,
102,46656.81666666665,245.9666666666666,46410.849999999984,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,2,264194.4952380955,0,,0,0.044444444444444446,,,,,,,0,
103,45537.316666666666,3414.9999999999995,42122.316666666666,0.018,0.058,0.137,1.5269999988377094,0.154,0.154,0,8703,8703,0,4,2,4,0,2,2,263981.3952380955,0.03393333329586312,,0.044444444444444446,0.044444444444444446,,,,,,,0,
104,44083.549999999996,21706.999999999996,22376.55,0.014,0.058,0.137,1.3949999995529652,0.022,0.022,0,1502,1502,0,4,2,4,0,2,2,261398.07857142878,0.030999999959021807,,0.044444444444444446,0.044444444444444446,,,,,,,0,
105,36270.799999999996,63727.633333333346,-27456.83333333335,0,0.062,0.062,0.6190000027418137,0,0,0,0,0,0,1,0,1,0,1,2,283046.87857142877,0.01375555561389774,,0.022222222222222223,0.044444444444444446,,,,,,,0,
106,31092.416666666657,96406.34999999998,-65313.93333333332,0,0.062,0.062,0.6189999990165234,0,0,0,0,0,0,1,0,1,0,1,2,292770.09523809544,0.01375555555569008,,0.022222222222222223,0.044444444444444446,,,,,,,0,
107,32477.04999999999,141888.93333333332,-109411.88333333333,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,2,301747.6952380954,0,,0,0.044444444444444446,,,,,,,0,
108,27515.600000000002,157713.33333333334,-130197.73333333334,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,2,305392.59523809544,0,,0,0.044444444444444446,,,,,,,0,
109,27831.233333333326,150890.5,-123059.26666666668,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,2,305392.59523809544,0,,0,0.044444444444444446,,,,,,,0,
110,28062.683333333323,102301.20000000004,-74238.51666666672,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,2,305392.59523809544,0,,0,0.044444444444444446,,,,,,,0,
111,34130.766666666656,44640.63333333333,-10509.866666666676,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,2,297713.4452380955,0,,0,0.044444444444444446,,,,,,,0,
112,38953.700000000004,29380.24999999999,9573.450000000015,0.052,0.05625,0.267,4.074000000953674,1.404,1.404,0,26845,26845,0,8,4,8,0,4,2,312123.37857142877,0.09053333336487412,,0.08888888888888889,0.044444444444444446,,,,,,,0,
113,51877.966666666674,2694.516666666666,49183.45000000001,0.05,0.05542857142857143,0.461,7.850999999791384,2.267,2.267,0.872,45269,45269,6000,15,7,14,1,7,2,335609.8285714288,0.17446666664909571,,0.15555555555555556,0.044444444444444446,,,,,,,14.285714285714285,
114,51043.86666666666,0,51043.86666666666,0.061,0.055,0.786,11.969999995082617,4.108,4.108,0,66863,66863,0,24,12,24,0,12,2,360814.2285714288,0.2659999998868443,,0.26666666666666666,0.044444444444444446,,,,,,,0,
115,51974.383333333324,3.15,51971.23333333332,0.062,0.054875,1.056,16.61700000613928,6.056,6.056,0,97188,97188,0,33,17,33,0,16,2,430452.7785714288,0.3692666668212041,,0.35555555555555557,0.044444444444444446,,,,,,,0,
116,52943.566666666666,3.25,52940.316666666666,0.045,0.05625,0.267,3.8440000005066395,1.173,1.173,0,25845,25845,0,8,4,8,0,4,2,404213.4119047621,0.08542222221149132,,0.08888888888888889,0.044444444444444446,,,,,,,0,
117,47906.283333333326,2.6999999999999997,47903.58333333333,0.045,0.05625,0.267,3.5429999977350235,0.871,0.871,0,19304,19304,0,8,4,8,0,4,2,382747.61190476216,0.07873333327006549,,0.08888888888888889,0.044444444444444446,,,,,,,0,
118,44264.13333333332,1.1166666666666667,44263.01666666665,0.028,0.058,0.137,1.7300000004470348,0.357,0.357,0,12634,12634,0,4,2,4,0,2,2,353125.3285714288,0.03844444447895512,,0.044444444444444446,0.044444444444444446,,,,,,,0,
119,28591.31666666666,2.4666666666666663,28588.84999999999,0.055,0.05566666666666667,0.397,6.016000002622604,2.047,2.047,0,36897,36897,0,12,6,12,0,6,2,367299.5285714289,0.1336888889200054,,0.13333333333333333,0.044444444444444446,,,,,,,0,
120,25448.566666666666,0.033333333333333326,25448.533333333333,0.057,0.05625,0.267,3.8850000016391277,1.214,1.214,0,21191,21191,0,8,4,8,0,4,2,366571.56190476223,0.08633333339821547,3.1777777777777776,0.08888888888888889,0.044444444444444446,1.6,1.0666666666666667,1.4723333333968185,0.06666666666666667,0,20.295,0,
121,26114.36666666667,0,26114.36666666667,0,0.062,0.062,0.6189999990165234,0,0,0,0,0,0,1,0,1,0,1,2,340457.1952380954,0.01375555555569008,,0.022222222222222223,0.044444444444444446,,,,,,,0,
122,27061.1,0,27061.1,0.061,0.0551,0.667,10.107999999076128,3.44,3.44,0,55999,55999,0,21,11,21,0,10,2,387310.04523809545,0.2246222221874632,,0.2222222222222222,0.044444444444444446,,,,,,,0,
123,30693.43333333333,0,30693.43333333333,0.064,0.0558,0.332,4.937000002712011,1.617,1.617,0,25188,25188,0,10,5,10,0,5,2,375556.7952380954,0.10971111117396504,,0.1111111111111111,0.044444444444444446,,,,,,,0,
124,28489.816666666666,0,28489.816666666666,0.047,0.058,0.137,2.002999998629093,0.63,0.63,0,13514,13514,0,4,2,4,0,2,2,365212.0952380955,0.04451111104572192,,0.044444444444444446,0.044444444444444446,,,,,,,0,
125,31274.983333333323,0,31274.983333333323,0.04,0.05566666666666667,0.397,4.581000000238419,0.612,0.612,0,15330,15330,0,12,6,12,0,6,2,352050.96190476214,0.10180000000400469,,0.13333333333333333,0.044444444444444446,,,,,,,0,
126,44096.999999999985,0,44096.999999999985,0.063,0.05542857142857143,0.461,6.582999996840954,1.966,1.966,0,31413,31413,0,14,7,14,0,7,2,345895.0952380955,0.14628888881998137,,0.15555555555555556,0.044444444444444446,,,,,,,0,
127,52936.28333333333,86.5,52849.78333333333,0.054,0.05566666666666667,0.397,6.090999998152256,2.124,2.124,0,39027,39027,0,12,6,12,0,6,2,340686.4785714288,0.13535555551061407,,0.13333333333333333,0.044444444444444446,,,,,,,0,
128,41444.29999999999,1770.1999999999996,39674.09999999999,0.043,0.05522222222222222,0.592,7.402999997138977,1.49,1.49,0,35007,35007,0,18,9,18,0,9,2,345896.728571429,0.1645111110410653,,0.2,0.044444444444444446,,,,,,,0,
129,33347.91666666666,13761.499999999995,19586.416666666664,0.049,0.0558,0.332,5.443999998271465,1.158,1.158,0.872,23537,23537,6000,11,5,10,1,5,2,363486.6119047623,0.12097777775488794,,0.1111111111111111,0.044444444444444446,,,,,,,20,
130,29167.649999999998,20188.849999999995,8978.800000000003,0,0.057999999999999996,0.11599999999999999,1.1629999987781048,0,0,0,0,0,0,2,0,2,0,1,3,352453.2619047623,0.02584444440435618,,0.022222222222222223,0.06666666666666667,,,,,,,0,
131,34890.58333333333,21334.899999999998,13555.68333333333,0,0.062,0.062,0.6189999990165234,0,0,0,0,0,0,1,0,1,0,1,2,336121.3285714289,0.01375555555569008,,0.022222222222222223,0.044444444444444446,,,,,,,0,
132,35211.86666666667,17234.25,17977.61666666667,0.046,0.057,0.203,2.9280000030994415,0.906,0.906,0,19630,19630,0,6,3,6,0,3,2,337158.0952380956,0.06506666674977168,,0.06666666666666667,0.044444444444444446,,,,,,,0,
133,34735.21666666666,14576.583333333332,20158.633333333328,0.057,0.0558,0.332,4.804000001400709,1.492,1.486,0,26377,26276,0,10,5,10,0,4,3,353029.8452380957,0.10675555554917082,,0.08888888888888889,0.06666666666666667,,,,,,,0,
134,41775.28333333332,12384.666666666664,29390.616666666654,0.051,0.0558,0.332,5.006000000983477,1.688,1.688,0,33006,33006,0,10,5,10,0,5,2,358825.7952380956,0.11124444450251758,,0.1111111111111111,0.044444444444444446,,,,,,,0,
135,39298.450000000004,10607.316666666662,28691.133333333342,0.038,0.05625,0.267,3.5740000009536743,0.902,0.902,0,23927,23927,0,8,4,8,0,4,2,359197.27857142896,0.07942222221754491,,0.08888888888888889,0.044444444444444446,,,,,,,0,
136,40540.86666666666,3442.083333333332,37098.783333333326,0.049,0.0558,0.332,4.8440000005066395,1.524,1.524,0,31043,31043,0,10,5,10,0,5,2,358516.4785714288,0.10764444444794208,,0.1111111111111111,0.044444444444444446,,,,,,,0,
137,57378.56666666666,251.2166666666667,57127.34999999999,0.056,0.055,0.786,11.6469999961555,3.785,3.785,0,67073,67073,0,24,12,24,0,12,2,386560.07857142895,0.2588222221820615,,0.26666666666666666,0.044444444444444446,,,,,,,0,
138,53032.01666666666,0,53032.01666666666,0.051,0.055090909090909086,0.722,10.414000004529953,3.202,3.202,0,62840,62840,0,22,11,22,0,11,2,408635.8452380956,0.23142222227761522,,0.24444444444444444,0.044444444444444446,,,,,,,0,
139,58502.433333333334,0.016666666666666663,58502.416666666664,0.044,0.05625,0.267,3.6689999997615814,0.997,0.997,0,22886,22886,0,8,4,8,0,4,2,377953.9785714288,0.08153333334485069,,0.08888888888888889,0.044444444444444446,,,,,,,0,
140,56134.33333333334,3.3499999999999996,56130.983333333344,0.052,0.0558,0.332,6.1110000014305115,1.825,1.825,0.872,34894,34894,6000,11,5,10,1,5,2,379063.9952380954,0.1358000000473112,,0.1111111111111111,0.044444444444444446,,,,,,,20,
141,53047.26666666667,8.45,53038.81666666667,0.05,0.0558,0.332,5.745000001043081,1.458,1.458,0.872,29307,29307,6000,11,5,10,1,5,2,372506.5785714287,0.12766666669631377,,0.1111111111111111,0.044444444444444446,,,,,,,20,
142,41981.39999999999,4.283333333333333,41977.116666666654,0.027,0.057,0.203,2.4979999996721745,0.477,0.477,0,17372,17372,0,6,3,6,0,3,2,351923.86190476216,0.055511111102532595,,0.06666666666666667,0.044444444444444446,,,,,,,0,
143,28943.6,0,28943.6,0.056,0.057,0.203,3.3770000003278255,1.356,1.356,0,24249,24249,0,6,3,6,0,3,2,350643.7952380954,0.07504444441292435,,0.06666666666666667,0.044444444444444446,,,,,,,0,
144,28196.716666666664,0,28196.716666666664,0.054,0.0558,0.332,4.88399999961257,1.566,1.566,0,28893,28893,0,10,5,10,0,5,2,355901.69523809553,0.10853333334671333,5.466666666666668,0.1111111111111111,0.044444444444444446,2.688888888888889,1.1111111111111112,2.5370666665839963,0.06666666666666667,0,33.863,0,
145,27505.283333333326,0,27505.283333333326,0.048,0.0558,0.332,4.219999998807907,0.9,0.9,0,18892,18892,0,10,5,10,0,5,2,349978.46190476214,0.0937777777435258,,0.1111111111111111,0.044444444444444446,,,,,,,0,
146,25434.33333333334,0,25434.33333333334,0,0.062,0.062,0.6189999990165234,0,0,0,0,0,0,1,0,1,0,1,2,325357.4952380956,0.01375555555569008,,0.022222222222222223,0.044444444444444446,,,,,,,0,
147,27735.283333333326,0,27735.283333333326,0.045,0.057,0.203,2.7939999997615814,0.772,0.772,0,17253,17253,0,6,3,6,0,3,2,320741.19523809553,0.06208888889523223,,0.06666666666666667,0.044444444444444446,,,,,,,0,
148,29299.666666666664,0.1333333333333333,29299.53333333333,0.055,0.058,0.137,1.8029999993741512,0.43,0.43,0,7785,7785,0,4,2,4,0,2,2,310997.6285714288,0.0400666666100733,,0.044444444444444446,0.044444444444444446,,,,,,,0,
149,26503.549999999992,0,26503.549999999992,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,2,295403.5119047621,0,,0,0.044444444444444446,,,,,,,0,
150,38560.166666666664,41.74999999999999,38518.416666666664,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,2,276492.92857142887,0,,0,0.044444444444444446,,,,,,,0,
151,42432.7,843.7166666666667,41588.98333333333,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,2,256367.09523809556,0,,0,0.044444444444444446,,,,,,,0,
152,34943.15,14081.616666666669,20861.533333333333,0.047,0.057,0.203,2.741999998688698,0.72,0.72,0,15238,15238,0,6,3,6,0,3,2,268291.5119047622,0.06093333329772577,,0.06666666666666667,0.044444444444444446,,,,,,,0,
153,37229.533333333326,29266.499999999993,7963.033333333333,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,2,264687.4119047622,0,,0,0.044444444444444446,,,,,,,0,
154,43088.89999999999,76080.71666666666,-32991.81666666667,0.068,0.058,0.137,1.663000002503395,0.291,0.291,0,4248,4248,0,4,2,4,0,2,2,288382.7619047622,0.036955555609893054,,0.044444444444444446,0.044444444444444446,,,,,,,0,
155,42398.25,136333.51666666666,-93935.26666666666,0.015,0.058,0.137,1.495999999344349,0.123,0.123,0,8227,8227,0,4,2,4,0,2,2,304430.29523809545,0.03324444446479902,,0.044444444444444446,0.044444444444444446,,,,,,,0,
156,33964.26666666667,152631.71666666667,-118667.45000000001,0,0.054,0.054,0.5439999997615814,0,0,0,0,0,0,1,0,1,0,0,3,308261.3119047622,0.012088888848666102,,0,0.06666666666666667,,,,,,,0,
157,33521.74999999999,152217.9,-118696.15,0,0.054,0.054,0.5450000017881393,0,0,0,0,0,0,1,0,1,0,0,3,309293.5785714289,0.012111111194826663,,0,0.06666666666666667,,,,,,,0,
158,26273.683333333334,140234.53333333335,-113960.85000000002,0,0.054,0.054,0.544999998062849,0,0,0,0,0,0,1,0,1,0,0,3,309293.5785714289,0.01211111107841134,,0,0.06666666666666667,,,,,,,0,
159,25220.466666666656,110380.66666666666,-85160.2,0,0.054,0.054,0.5439999997615814,0,0,0,0,0,0,1,0,1,0,0,3,308804.6119047622,0.012088888848666102,,0,0.06666666666666667,,,,,,,0,
160,34583.25,57187.69999999998,-22604.449999999983,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,2,296920.17857142887,0,,0,0.044444444444444446,,,,,,,0,
161,52890.43333333334,8152.25,44738.18333333334,0.056,0.05625,0.267,4.36600000038743,1.695,1.695,0,30028,30028,0,8,4,8,0,4,2,299311.7285714289,0.0970222222385928,,0.08888888888888889,0.044444444444444446,,,,,,,0,
162,62928.76666666668,0,62928.76666666668,0.069,0.05477777777777778,1.186,19.515999998897314,7.655,7.655,0,111307,111307,0,37,19,37,0,18,2,377439.8619047623,0.4336888888501562,,0.4,0.044444444444444446,,,,,,,0,
163,64029.11666666667,0.25,64028.86666666667,0.067,0.05482352941176471,1.121,18.32200000062585,6.143,6.143,0.872,91641,91641,6000,36,18,35,1,17,2,435890.1119047623,0.40715555555652827,,0.37777777777777777,0.044444444444444446,,,,,,,5.555555555555555,
164,64647.316666666666,6.083333333333332,64641.23333333333,0.036,0.05625,0.267,3.48199999704957,0.812,0.812,0,22846,22846,0,8,4,8,0,4,2,395359.44523809565,0.0773777777212672,,0.08888888888888889,0.044444444444444446,,,,,,,0,
165,47105.06666666666,2.2,47102.86666666666,0.047,0.0558,0.332,4.783000003546476,1.464,1.464,0,31267,31267,0,10,5,10,0,5,2,387908.9952380956,0.10628888901555911,,0.1111111111111111,0.044444444444444446,,,,,,,0,
166,47559.76666666666,3,47556.76666666666,0.034,0.058,0.137,1.7299999967217445,0.356,0.356,0,10577,10577,0,4,2,4,0,2,2,353556.8452380955,0.0384444443625398,,0.044444444444444446,0.044444444444444446,,,,,,,0,
167,34533.633333333324,0.08333333333333331,34533.54999999999,0.059,0.0558,0.332,5.823000002652407,1.538,1.538,0.872,26030,26030,6000,11,5,10,1,5,2,360722.9952380956,0.1294000000343658,,0.1111111111111111,0.044444444444444446,,,,,,,20,
168,26681.23333333333,0,26681.23333333333,0.053,0.05625,0.267,3.9160000011324883,1.245,1.245,0,23630,23630,0,8,4,8,0,4,2,361938.27857142896,0.08702222222927958,3.622222222222222,0.08888888888888889,0.044444444444444446,1.7333333333333334,1.1555555555555554,1.6785999999265186,0.044444444444444446,0,24.465000000000003,0,
169,25306.233333333326,0,25306.233333333326,0.054,0.057,0.203,2.730000004172325,0.708,0.708,0,13034,13034,0,6,3,6,0,3,2,351644.57857142884,0.06066666677361354,,0.06666666666666667,0.044444444444444446,,,,,,,0,
