time,agg_demand,agg_supply,agg_actual_demand,historical_prices,cost_transaction,trading_volume,nat_grid_volume,no_total_transactions,no_trades_market,no_market_transactions,no_nat_grid_transactions,no_bids_market,no_asks_market,charge_history_agg,hourly_expenditure,avg_expenditure_hourly,avg_transactions_day,avg_bids_agent,avg_asks_agent,avg_bids_day,avg_asks_day,avg_cost_day_agent,avg_nat_grid_purchases_day,trading_daily_volume,percentage_Market_Trades,black_Out_Instances
0,68.64100000000002,0.324,68.31700000000002,0,NaN,0,0,0,0,0,0,0,0,972000,NaN,3749910.9973950614,0,0,0,,,,,,0,0
1,65.339,0.005,65.334,0,NaN,0,0,0,0,0,0,0,0,903683,0,3749910.9973950614,0,0,0,,,,,,0,0
2,57.73300000000001,0.005,57.72800000000001,0,NaN,0.083,0.282,2,1,1,1,0,0,838349,0,3749910.9973950614,0.024691358024691357,0,0,,,,,,100,0
3,57.925999999999995,0.004,57.922,0,0.058,0,0,2,0,2,0,2,0,784541,0.004765431862324476,3749910.9926296296,0.024691358024691357,0.024691358024691357,0,,,,,,0,0
4,63.41100000000001,0.004,63.40700000000001,0,0.05566666666666667,0,0.438,8,0,6,2,6,0,726619,0.014358024578541517,3749910.978271605,0.09876543209876543,0.07407407407407407,0,,,,,,0,0
5,57.28499999999999,0.004,57.28099999999999,0,0.055,0,0.19,13,0,12,1,12,0,669314,0.04920987645164132,3749910.9290617285,0.16049382716049382,0.14814814814814814,0,,,,,,0,0
6,58.53500000000001,0.02,58.51500000000001,0,0.05486666666666666,0,1.033,20,0,15,5,15,0,614678,0.08514814777299762,3749910.8439135808,0.24691358024691357,0.18518518518518517,0,,,,,,0,0
7,64.408,0.831,63.577,0,0.05466666666666667,0,0.086,28,0,27,1,27,0,570543,0.12088888883590698,3749910.723024692,0.345679012345679,0.3333333333333333,0,,,,,,0,0
8,74.23700000000002,20.48200000000001,53.75500000000001,0,0.055,0,2.017,32,0,24,8,23,1,508161,0.1845432105474174,3749910.5384814814,0.3950617283950617,0.2839506172839506,0.012345679012345678,,,,,,0,0
9,79.60600000000005,49.824000000000005,29.782000000000046,0.068,0.05480555555555556,0,0.394,41,0,36,5,31,5,481549,0.1982839498668909,3749910.3401975315,0.5061728395061729,0.38271604938271603,0.06172839506172839,,,,,,0,0
10,92.48499999999999,65.72000000000001,26.764999999999972,0.072,0.054961538461538464,0.052,1.739,37,1,27,10,22,4,444872,0.26144444663077593,3749910.078753085,0.4567901234567901,0.2716049382716049,0.04938271604938271,,,,,,10,0
11,95.95599999999999,135.89600000000004,-39.940000000000055,0.083,0.055538461538461543,0,0.839,17,0,13,4,10,3,417202,0.215999998152256,3749909.8627530867,0.20987654320987653,0.12345679012345678,0.037037037037037035,,,,,,0,0
12,93.80499999999998,91.00900000000003,2.7959999999999496,0,0.05475,0,0.806,25,0,20,5,20,0,408592,0.10861728433519602,3749909.7541358024,0.30864197530864196,0.24691358024691357,0,,,,,,0,0
13,84.05899999999997,71.59399999999997,12.465000000000003,0,0.05466666666666667,0.027,0.524,33,1,28,5,27,0,376133,0.15166666731238365,3749909.602469135,0.4074074074074074,0.3333333333333333,0,,,,,,20,0
14,86.14000000000003,58.41499999999999,27.725000000000037,0,0.05472727272727273,0.011,1.746,37,1,23,14,22,0,334721,0.1951358006335795,3749909.4073333344,0.4567901234567901,0.2716049382716049,0,,,,,,7.142857142857142,0
15,86.47799999999998,19.154,67.32399999999998,0,0.0546551724137931,0,1.959,42,0,29,13,29,0,300113,0.18830864364281297,3749909.219024691,0.5185185185185185,0.35802469135802467,0,,,,,,0,0
16,91.357,5.768999999999998,85.588,0,0.05469565217391304,0.024,4.909,47,1,24,23,23,0,260161,0.23667901335284114,3749908.9823456774,0.5802469135802469,0.2839506172839506,0,,,,,,4.3478260869565215,0
