time,agg_demand,agg_supply,agg_actual_demand,historical_prices,cost_transaction,trading_volume,biomass_volume,nat_grid_volume,trading_volume_elect,biomass_volume_elect,nat_grid_volume_elect,no_total_transactions,no_trades_market,no_market_transactions,no_nat_grid_transactions,no_bids_market,no_asks_market,charge_history_agg,avg_expenditure_hourly,avg_transactions_hourly,avg_bids_agent,avg_asks_agent,avg_bids_day,avg_asks_day,avg_cost_day_agent,avg_nat_grid_purchases_day,nat_grid_purchases_day,trading_daily_volume,percentage_Market_Trades,black_Out_Instances
142,16502.6,2933.35,13569.249999999998,0.021,0.058,0.285,3.146,0,,13660,0,4,2,4,0,2,2,147051.311904762,0,,0.1,0.1,,,,,,,0,0
143,14904.783333333333,1606.4666666666667,13298.316666666666,0,0.062,0,0,0,,0,0,1,0,1,0,1,2,135117.79523809534,0.08290000003762543,,0.05,0.1,,,,,,,0,0
144,11656.866666666667,393.8333333333333,11263.033333333333,0.062,0.05625,1.664,11.725,0,,26899,0,8,4,8,0,4,2,154968.94523809533,0.030950000043958426,5.199999999999999,0.2,0.1,2.65,2.5,2.4382500000065193,0.1,0,11.031,0,0
145,11864.983333333332,0,11864.983333333332,0.035,0.05625,0.518,6.659,0,,14983,0,8,4,8,0,4,2,161375.11190476202,0.2167499999050051,,0.2,0.1,,,,,,,0,0
146,11696.216666666665,0,11696.216666666665,0,NaN,0,0,0,,0,0,0,0,0,0,0,2,145507.711904762,0.15935000008903444,,0,0.1,,,,,,,0,0
147,14719.233333333332,0,14719.233333333332,0,0.062,0,0,0,,0,0,1,0,1,0,1,2,126428.29523809532,0,,0.05,0.1,,,,,,,0,0
148,18780.416666666664,0.1333333333333333,18780.28333333333,0,0.062,0,0,0,,0,0,1,0,1,0,1,2,88586.77857142863,0.030949999927543104,,0.05,0.1,,,,,,,0,0
149,16278.599999999999,0,16278.599999999999,0,NaN,0,0,0.862,,0,6000,1,0,0,1,0,2,83948.1452380953,0.030950000043958426,,0,0.1,,,,,,,0,0
150,17317.43333333333,40.133333333333326,17277.299999999996,0,NaN,0,0,0,,0,0,0,0,0,0,0,2,62974.52857142862,0.048349999939091504,,0,0.1,,,,,,,0,0
151,18105.266666666663,652.1999999999999,17453.066666666662,0,NaN,0,0,0,,0,0,0,0,0,0,0,2,40710.21190476194,0,,0,0.1,,,,,,,0,0
152,16098.383333333331,6588.683333333332,9509.7,0,0.062,0,0,0,,0,0,1,0,1,0,1,2,33840.0285714286,0,,0.05,0.1,,,,,,,0,0
153,16260.616666666661,13726.183333333332,2534.433333333329,0.011,0.058,0.053,1.306,0,,4956,0,4,2,4,0,2,2,66189.76190476198,0.030950000043958426,,0.1,0.1,,,,,,,0,0
154,16143.233333333332,35292.16666666667,-19148.93333333334,0,NaN,0,0,0,,0,0,0,0,0,0,0,2,76679.4452380953,0.07129999995231628,,0,0.1,,,,,,,0,0
155,15014.25,63155.68333333332,-48141.43333333332,0,0.062,0,0,0,,0,0,1,0,1,0,1,2,24384.91190476193,0,,0.05,0.1,,,,,,,0,0
156,13775.016666666666,70144.58333333334,-56369.56666666668,0,NaN,0,0,0,,0,0,0,0,0,0,0,2,11856.595238095246,0.030950000043958426,,0,0.1,,,,,,,0,0
157,14119.516666666665,70584.14999999998,-56464.63333333332,0,NaN,0,0,0,,0,0,0,0,0,0,0,2,5234.028571428575,0,,0,0.1,,,,,,,0,0
158,11591.383333333331,65456.9,-53865.51666666667,0,NaN,0,0,0,,0,0,0,0,0,0,0,2,7571.278571428575,0,,0,0.1,,,,,,,0,0
159,14416.23333333333,52115.08333333333,-37698.85,0,NaN,0,0,0,,0,0,0,0,0,0,0,2,0,0,,0,0.1,,,,,,,0,0
160,21126.916666666664,27694.85,-6567.933333333334,0,NaN,0,0,0,,0,0,0,0,0,0,0,2,27722.966666666693,0,,0,0.1,,,,,,,0,0
161,23808.56666666667,6926.733333333332,16881.833333333336,0.031,0.057,0.617,6.638,0,,20120,0,6,3,6,0,3,2,130353.27857142869,0,,0.15,0.1,,,,,,,0,0
162,31664.883333333335,4333.65,27331.233333333337,0.052,0.055090909090909086,3.176,43.115,0,,61446,0,22,11,22,0,11,2,173024.411904762,0.1319999999832362,,0.55,0.1,,,,,,,0,0
163,26420.88333333333,3938.9500000000003,22481.93333333333,0.028,0.057,0.526,8.204,0.862,,19136,6000,7,3,6,1,3,2,180928.22857142868,0.5195000000530854,,0.15,0.1,,,,,,,33.33333333333333,0
164,25101.999999999993,3886.133333333333,21215.86666666666,0,0.062,0,0,0,,0,0,1,0,1,0,1,2,156411.09523809535,0.17569999990519136,,0.05,0.1,,,,,,,0,0
165,18533.033333333333,2927.25,15605.783333333333,0.035,0.057,0.741,7.707,0,,21050,0,6,3,6,0,3,2,163562.84523809532,0.030950000043958426,,0.15,0.1,,,,,,,0,0
166,15636.016666666661,2623.083333333333,13012.933333333327,0,NaN,0,0,0,,0,0,0,0,0,0,0,2,148799.1452380953,0.13810000004014,,0,0.1,,,,,,,0,0
167,18393.333333333336,1541.5666666666668,16851.76666666667,0.031,0.057,0.46,4.856,0,,15021,0,6,3,6,0,3,2,153611.64523809534,0,,0.15,0.1,,,,,,,0,0
168,12735.966666666665,292.88333333333327,12443.083333333332,0,0.062,0,0,0,,0,0,1,0,1,0,1,2,143188.89523809537,0.12404999992577359,3.65,0.05,0.1,1.9,2.4,1.615799999970477,0.1,0,7.755,0,0
169,11484.516666666665,0,11484.516666666665,0.027,0.058,0.265,2.477,0,,9821,0,4,2,4,0,2,2,143849.17857142867,0.030950000043958426,,0.1,0.1,,,,,,,0,0
