localminute,use,gen,grid
2017-01-01 00:00:00-06,0.6901333333333332,0.0,0.6901333333333332
2017-01-01 01:00:00-06,0.5041166666666665,0.0,0.5041166666666665
2017-01-01 02:00:00-06,0.2890666666666666,0.0,0.2890666666666666
2017-01-01 03:00:00-06,0.19238333333333327,0.0,0.19238333333333327
2017-01-01 04:00:00-06,0.3138666666666666,0.0,0.3138666666666666
2017-01-01 05:00:00-06,0.2357333333333333,0.0,0.2357333333333333
2017-01-01 06:00:00-06,0.2216,0.0,0.2216
2017-01-01 07:00:00-06,0.3027166666666666,0.01885,0.28015
2017-01-01 08:00:00-06,0.3281333333333333,0.22905,0.09906666666666664
2017-01-01 09:00:00-06,0.5340333333333332,1.0696,-0.53565
2017-01-01 10:00:00-06,0.4169,2.225416666666667,-1.8084833333333332
2017-01-01 11:00:00-06,0.538,2.6906833333333333,-2.152683333333333
2017-01-01 12:00:00-06,0.4767,3.095966666666667,-2.61925
2017-01-01 13:00:00-06,0.6292,3.08235,-2.4531666666666667
2017-01-01 14:00:00-06,0.5724666666666666,2.748266666666667,-2.175816666666667
2017-01-01 15:00:00-06,0.5364833333333332,1.8435,-1.3070666666666668
2017-01-01 16:00:00-06,0.5862333333333332,0.5636833333333332,0.02258333333333333
2017-01-01 17:00:00-06,2.2518,0.06628333333333332,2.1769333333333334
2017-01-01 18:00:00-06,0.9091666666666666,0.0,0.9091666666666666
2017-01-01 19:00:00-06,0.8420166666666666,0.0,0.8420166666666666
2017-01-01 20:00:00-06,0.7503333333333331,0.0,0.7503333333333331
2017-01-01 21:00:00-06,0.2929,0.0,0.2929
2017-01-01 22:00:00-06,0.26205,0.0,0.26205
2017-01-01 23:00:00-06,0.3170333333333333,0.0,0.3170333333333333
2017-01-02 00:00:00-06,0.22091666666666665,0.0,0.22091666666666665
2017-01-02 01:00:00-06,0.2992833333333333,0.0,0.2992833333333333
2017-01-02 02:00:00-06,0.39106666666666656,0.0,0.39106666666666656
2017-01-02 03:00:00-06,0.29865,0.0,0.29865
