localminute,use,gen,grid
2017-01-01 00:00:00-06,1.7601,0.0,1.7601
2017-01-01 01:00:00-06,1.6778,0.0,1.6778
2017-01-01 02:00:00-06,1.6302,0.0,1.6302
2017-01-01 03:00:00-06,0.6084,0.0,0.6084
2017-01-01 04:00:00-06,0.5768,0.0,0.5768
2017-01-01 05:00:00-06,0.5046833333333332,0.0,0.5046833333333332
2017-01-01 06:00:00-06,0.5706833333333332,0.0,0.5706833333333332
2017-01-01 07:00:00-06,0.50935,0.004133333333333333,0.4999166666666666
2017-01-01 08:00:00-06,0.5847333333333332,0.16931666666666664,0.4154333333333333
2017-01-01 09:00:00-06,0.5175833333333332,1.158216666666667,-0.64065
2017-01-01 10:00:00-06,0.5900333333333332,2.195933333333333,-1.6059
2017-01-01 11:00:00-06,0.5177,2.361416666666667,-1.8437666666666668
2017-01-01 12:00:00-06,1.2673666666666668,2.607,-1.3397666666666668
2017-01-01 13:00:00-06,1.1870833333333333,2.590616666666667,-1.4034833333333332
2017-01-01 14:00:00-06,0.5075833333333332,2.337066666666667,-1.829516666666667
2017-01-01 15:00:00-06,0.5188,1.8076,-1.28895
2017-01-01 16:00:00-06,0.42176666666666657,0.9096833333333332,-0.4878833333333332
2017-01-01 17:00:00-06,0.48365,0.10863333333333333,0.3722666666666665
2017-01-01 18:00:00-06,0.4921833333333332,0.0,0.4921833333333332
2017-01-01 19:00:00-06,0.41696666666666654,0.0,0.41696666666666654
2017-01-01 20:00:00-06,0.48365,0.0,0.48365
2017-01-01 21:00:00-06,0.4232333333333333,0.0,0.4232333333333333
2017-01-01 22:00:00-06,0.4362666666666665,0.0,0.4362666666666665
2017-01-01 23:00:00-06,0.46835,0.0,0.46835
2017-01-02 00:00:00-06,1.3162333333333331,0.0,1.3162333333333331
2017-01-02 01:00:00-06,1.3354666666666668,0.0,1.3354666666666668
2017-01-02 02:00:00-06,0.5688666666666666,0.0,0.5688666666666666
2017-01-02 03:00:00-06,0.5661166666666666,0.0,0.5661166666666666
2017-01-02 04:00:00-06,0.5394,0.0,0.5394
2017-01-02 05:00:00-06,0.5433,0.0,0.5433
2017-01-02 06:00:00-06,0.551,0.0,0.551
2017-01-02 07:00:00-06,0.5114166666666666,0.0318,0.4750833333333332
2017-01-02 08:00:00-06,0.55455,0.8184833333333331,-0.2639333333333333
2017-01-02 09:00:00-06,0.54975,1.8922166666666669,-1.34245
2017-01-02 10:00:00-06,0.9369166666666664,2.4676666666666667,-1.5308666666666668
2017-01-02 11:00:00-06,1.2735333333333332,2.7718,-1.49835
2017-01-02 12:00:00-06,1.4372666666666667,2.924933333333333,-1.4878
2017-01-02 13:00:00-06,0.6275,2.75855,-2.1311166666666668
2017-01-02 14:00:00-06,0.4565666666666666,2.4528333333333334,-1.9962
2017-01-02 15:00:00-06,0.56135,1.9170333333333331,-1.355816666666667
2017-01-02 16:00:00-06,0.5074833333333332,1.0785,-0.5709166666666666
2017-01-02 17:00:00-06,0.4594333333333333,0.18953333333333328,0.2674
2017-01-02 18:00:00-06,1.9450666666666667,0.0,1.9450666666666667
2017-01-02 19:00:00-06,1.93195,0.0,1.93195
2017-01-02 20:00:00-06,1.5999,0.0,1.5999
2017-01-02 21:00:00-06,1.6720166666666667,0.0,1.6720166666666667
2017-01-02 22:00:00-06,1.4383,0.0,1.4383
2017-01-02 23:00:00-06,1.64295,0.0,1.64295
2017-01-03 00:00:00-06,1.23895,0.0,1.23895
2017-01-03 01:00:00-06,0.6741166666666666,0.0,0.6741166666666666
2017-01-03 02:00:00-06,0.5174333333333332,0.0,0.5174333333333332
2017-01-03 03:00:00-06,0.50585,0.0,0.50585
2017-01-03 04:00:00-06,0.5165333333333332,0.0,0.5165333333333332
2017-01-03 05:00:00-06,0.4933,0.0,0.4933
2017-01-03 06:00:00-06,0.5086833333333332,0.0,0.5086833333333332
2017-01-03 07:00:00-06,0.4923166666666666,0.04245,0.4453166666666665
2017-01-03 08:00:00-06,0.5162166666666665,0.76885,-0.2527166666666666
2017-01-03 09:00:00-06,1.11545,1.8714333333333333,-0.7560166666666666
2017-01-03 10:00:00-06,1.1179,2.246183333333333,-1.1283833333333333
2017-01-03 11:00:00-06,1.3912,2.65905,-1.2678666666666667
2017-01-03 12:00:00-06,0.67165,2.7542833333333334,-2.0826333333333333
2017-01-03 13:00:00-06,0.38021666666666654,2.451516666666667,-2.0713166666666667
2017-01-03 14:00:00-06,0.4705666666666666,2.2657833333333333,-1.7952
2017-01-03 15:00:00-06,0.38395,1.7881166666666668,-1.4041
2017-01-03 16:00:00-06,0.3728,0.9985833333333332,-0.6257666666666666
2017-01-03 17:00:00-06,0.4523833333333333,0.1491,0.3008833333333333
2017-01-03 18:00:00-06,0.3935,0.0,0.3935
2017-01-03 19:00:00-06,1.6707666666666667,0.0,1.6707666666666667
2017-01-03 20:00:00-06,2.097366666666667,0.0,2.097366666666667
2017-01-03 21:00:00-06,1.4205833333333333,0.0,1.4205833333333333
2017-01-03 22:00:00-06,1.58925,0.0,1.58925
2017-01-03 23:00:00-06,1.4683666666666668,0.0,1.4683666666666668
2017-01-04 00:00:00-06,1.44645,0.0,1.44645
2017-01-04 01:00:00-06,0.6119833333333332,0.0,0.6119833333333332
2017-01-04 02:00:00-06,0.5397,0.0,0.5397
2017-01-04 03:00:00-06,0.5886333333333332,0.0,0.5886333333333332
2017-01-04 04:00:00-06,0.5274666666666666,0.0,0.5274666666666666
2017-01-04 05:00:00-06,0.5955333333333332,0.0,0.5955333333333332
