localminute,use,gen,grid
2017-01-01 00:00:00-06,0.3928833333333333,0.0,0.3928833333333333
2017-01-01 01:00:00-06,0.36833333333333323,0.0,0.36833333333333323
2017-01-01 02:00:00-06,0.3335333333333333,0.0,0.3335333333333333
2017-01-01 03:00:00-06,0.3580833333333333,0.0,0.3580833333333333
2017-01-01 04:00:00-06,0.3277666666666666,0.0,0.3277666666666666
2017-01-01 05:00:00-06,0.3625666666666666,0.0,0.3625666666666666
2017-01-01 06:00:00-06,0.3882833333333333,0.0,0.3882833333333333
2017-01-01 07:00:00-06,0.6871,0.05095,0.6348333333333332
2017-01-01 08:00:00-06,0.68625,0.3341333333333333,0.3521166666666666
2017-01-01 09:00:00-06,0.8687,1.42045,-0.55165
2017-01-01 10:00:00-06,0.7535666666666666,2.641383333333333,-1.8879
2017-01-01 11:00:00-06,0.6539,3.038183333333333,-2.384266666666667
2017-01-01 12:00:00-06,0.5241333333333332,3.522533333333333,-2.9983833333333334
2017-01-01 13:00:00-06,2.6695333333333333,3.629333333333333,-0.9597166666666664
2017-01-01 14:00:00-06,1.6215,3.3438833333333333,-1.7224333333333333
2017-01-01 15:00:00-06,1.43365,2.6182833333333333,-1.1845666666666668
2017-01-01 16:00:00-06,1.9067,1.1237833333333331,0.7827166666666666
2017-01-01 17:00:00-06,2.3754833333333334,0.06326666666666667,2.302716666666667
2017-01-01 18:00:00-06,1.7633,0.0,1.7630333333333332
2017-01-01 19:00:00-06,4.3589166666666666,0.0,4.358816666666667
2017-01-01 20:00:00-06,2.066116666666667,0.0,2.0661
2017-01-01 21:00:00-06,0.8205,0.0,0.8205
2017-01-01 22:00:00-06,0.9945833333333332,0.0,0.9937
2017-01-01 23:00:00-06,0.38006666666666655,0.0,0.38006666666666655
2017-01-02 00:00:00-06,0.3066666666666666,0.0,0.3066666666666666
2017-01-02 01:00:00-06,0.3573,0.0,0.3573
2017-01-02 02:00:00-06,0.2931,0.0,0.2931
2017-01-02 03:00:00-06,0.3477166666666666,0.0,0.3477166666666666
2017-01-02 04:00:00-06,0.2924333333333333,0.0,0.2924333333333333
2017-01-02 05:00:00-06,0.3394333333333333,0.0,0.3394166666666666
2017-01-02 06:00:00-06,0.29955,0.0,0.29955
2017-01-02 07:00:00-06,0.7540333333333331,0.0913,0.6609
2017-01-02 08:00:00-06,0.74505,1.12795,-0.3828833333333333
2017-01-02 09:00:00-06,0.43541666666666656,2.0113333333333334,-1.5758
2017-01-02 10:00:00-06,0.3000833333333333,2.8826666666666667,-2.582616666666667
2017-01-02 11:00:00-06,0.31775,3.5200666666666667,-3.2023
2017-01-02 12:00:00-06,0.3385166666666666,3.927933333333333,-3.5894166666666667
2017-01-02 13:00:00-06,0.4690333333333332,3.8572666666666664,-3.3882
2017-01-02 14:00:00-06,1.1115,3.54365,-2.4321
2017-01-02 15:00:00-06,1.5680833333333333,2.8361,-1.267966666666667
2017-01-02 16:00:00-06,1.0419166666666668,1.3601833333333333,-0.31825
2017-01-02 17:00:00-06,1.101716666666667,0.0953,0.9979666666666664
2017-01-02 18:00:00-06,1.797,0.0,1.7968166666666667
2017-01-02 19:00:00-06,4.1982,0.0,4.1982
2017-01-02 20:00:00-06,1.3879666666666668,0.0,1.3879666666666668
2017-01-02 21:00:00-06,0.582,0.0,0.582
2017-01-02 22:00:00-06,0.3221333333333333,0.0,0.3221333333333333
2017-01-02 23:00:00-06,0.3060333333333333,0.0,0.3060333333333333
2017-01-03 00:00:00-06,0.3021166666666666,0.0,0.3021166666666666
2017-01-03 01:00:00-06,0.3259333333333333,0.0,0.3259333333333333
2017-01-03 02:00:00-06,0.2702666666666666,0.0,0.2702666666666666
2017-01-03 03:00:00-06,0.3101666666666666,0.0,0.3101666666666666
2017-01-03 04:00:00-06,0.3246833333333333,0.0,0.3246833333333333
2017-01-03 05:00:00-06,0.3790333333333333,0.0,0.37901666666666656
2017-01-03 06:00:00-06,0.8989833333333331,0.0,0.8987666666666666
2017-01-03 07:00:00-06,1.0715333333333332,0.11491666666666665,0.9545833333333332
2017-01-03 08:00:00-06,0.9391166666666664,1.08105,-0.1418833333333333
2017-01-03 09:00:00-06,0.3546333333333333,2.012766666666667,-1.658116666666667
2017-01-03 10:00:00-06,0.7715833333333331,2.655816666666667,-1.88435
2017-01-03 11:00:00-06,0.8306333333333331,3.4108,-2.5801166666666666
2017-01-03 12:00:00-06,0.3254,3.7023666666666664,-3.377
2017-01-03 13:00:00-06,0.2940333333333333,3.490266666666667,-3.1963166666666667
2017-01-03 14:00:00-06,0.3238666666666666,3.293483333333333,-2.969583333333333
2017-01-03 15:00:00-06,0.2515,2.674733333333333,-2.4231833333333332
