localminute,use,gen,grid
2017-01-01 00:00:00-06,0.3336333333333333,0.0,0.3336333333333333
2017-01-01 01:00:00-06,0.3464833333333333,0.0,0.3464833333333333
2017-01-01 02:00:00-06,0.32395,0.0,0.32395
2017-01-01 03:00:00-06,0.3196666666666666,0.0,0.3196666666666666
2017-01-01 04:00:00-06,0.2742166666666666,0.0,0.2742166666666666
2017-01-01 05:00:00-06,0.3031833333333333,0.0,0.3031833333333333
2017-01-01 06:00:00-06,0.2650333333333333,0.0,0.2650333333333333
2017-01-01 07:00:00-06,0.2643,0.014866666666666665,0.2453333333333333
2017-01-01 08:00:00-06,0.2724833333333333,0.21848333333333328,0.05386666666666666
2017-01-01 09:00:00-06,0.6773666666666666,1.1795666666666669,-0.5022166666666666
2017-01-01 10:00:00-06,0.42046666666666654,2.673916666666667,-2.25365
2017-01-01 11:00:00-06,0.2964833333333333,3.1277833333333334,-2.8312
2017-01-01 12:00:00-06,0.449,3.5023833333333334,-3.05335
2017-01-01 13:00:00-06,0.31455,3.4590666666666667,-3.1445333333333334
2017-01-01 14:00:00-06,0.4894833333333332,3.0860833333333333,-2.5965333333333334
2017-01-01 15:00:00-06,0.4512,2.3552833333333334,-1.90415
2017-01-01 16:00:00-06,0.2727833333333333,0.868483333333333,-0.59575
2017-01-01 17:00:00-06,0.24145,0.01865,0.2121
2017-01-01 18:00:00-06,0.2902666666666666,0.0,0.2902666666666666
2017-01-01 19:00:00-06,0.2298833333333333,0.0,0.2298833333333333
2017-01-01 20:00:00-06,0.2786,0.0,0.2786
2017-01-01 21:00:00-06,0.2278833333333333,0.0,0.2278833333333333
2017-01-01 22:00:00-06,0.2538666666666666,0.0,0.2538666666666666
2017-01-01 23:00:00-06,0.2499666666666666,0.0,0.2499666666666666
2017-01-02 00:00:00-06,0.2279833333333333,0.0,0.2279833333333333
2017-01-02 01:00:00-06,0.2782166666666666,0.0,0.2782166666666666
2017-01-02 02:00:00-06,0.20066666666666666,0.0,0.20066666666666666
2017-01-02 03:00:00-06,0.2994833333333333,0.0,0.2994833333333333
2017-01-02 04:00:00-06,0.20473333333333327,0.0,0.20473333333333327
2017-01-02 05:00:00-06,0.27095,0.0,0.27095
2017-01-02 06:00:00-06,0.23155,0.0,0.23155
2017-01-02 07:00:00-06,0.24485,0.014666666666666666,0.2258833333333333
2017-01-02 08:00:00-06,0.2499166666666666,0.6170666666666667,-0.36728333333333324
2017-01-02 09:00:00-06,0.2761666666666666,1.56615,-1.2899166666666668
2017-01-02 10:00:00-06,0.27515,2.8642166666666666,-2.5890833333333334
2017-01-02 11:00:00-06,0.2727166666666666,3.6118666666666663,-3.339033333333333
2017-01-02 12:00:00-06,0.2966833333333333,3.87275,-3.5762
2017-01-02 13:00:00-06,0.29605,3.6509833333333326,-3.35495
2017-01-02 14:00:00-06,0.37755,3.2287833333333333,-2.85115
2017-01-02 15:00:00-06,0.285,2.50225,-2.2173833333333333
2017-01-02 16:00:00-06,0.39571666666666655,1.04015,-0.6444333333333332
2017-01-02 17:00:00-06,1.09635,0.0124,1.0738
2017-01-02 18:00:00-06,1.2948333333333333,0.0,1.2948333333333333
2017-01-02 19:00:00-06,0.73225,0.0,0.73225
2017-01-02 20:00:00-06,0.6130666666666666,0.0,0.6130666666666666
2017-01-02 21:00:00-06,0.789833333333333,0.0,0.789833333333333
2017-01-02 22:00:00-06,0.5876166666666666,0.0,0.5876166666666666
2017-01-02 23:00:00-06,0.3413,0.0,0.3413
2017-01-03 00:00:00-06,0.5101333333333332,0.0,0.5101333333333332
2017-01-03 01:00:00-06,0.3551,0.0,0.3551
2017-01-03 02:00:00-06,0.3386833333333333,0.0,0.3386833333333333
2017-01-03 03:00:00-06,0.3228,0.0,0.3228
2017-01-03 04:00:00-06,0.2698833333333333,0.0,0.2698833333333333
2017-01-03 05:00:00-06,0.2721,0.0,0.2721
2017-01-03 06:00:00-06,0.45035,0.0,0.45035
2017-01-03 07:00:00-06,0.7041333333333332,0.031033333333333333,0.669
2017-01-03 08:00:00-06,0.36423333333333324,0.6513666666666666,-0.2872166666666666
2017-01-03 09:00:00-06,0.3043,1.6978333333333333,-1.3934333333333333
2017-01-03 10:00:00-06,0.2410166666666666,2.69965,-2.458616666666667
2017-01-03 11:00:00-06,0.3145,3.46285,-3.14835
2017-01-03 12:00:00-06,0.2684,3.614283333333333,-3.345883333333333
2017-01-03 13:00:00-06,0.3009833333333333,3.2323833333333334,-2.93145
2017-01-03 14:00:00-06,0.2620333333333333,3.00095,-2.738833333333333
2017-01-03 15:00:00-06,0.30875,2.351766666666667,-2.0429
2017-01-03 16:00:00-06,0.21405,1.0024333333333333,-0.7882666666666666
