localminute,use,gen,grid
2017-01-01 00:00:00-06,6.523616666666666,0.0,6.523616666666666
2017-01-01 01:00:00-06,6.913766666666667,0.0,6.913766666666667
2017-01-01 02:00:00-06,1.6164,0.0,1.6164
2017-01-01 03:00:00-06,0.4276,0.0,0.4276
2017-01-01 04:00:00-06,0.3981,0.0,0.3981
2017-01-01 05:00:00-06,0.3829,0.0,0.3829
2017-01-01 06:00:00-06,0.3779,0.0,0.3779
2017-01-01 07:00:00-06,0.3695333333333333,0.0,0.36598333333333327
2017-01-01 08:00:00-06,0.5071166666666665,0.13756666666666664,0.3695833333333333
2017-01-01 09:00:00-06,0.3336166666666666,0.6676333333333332,-0.3341166666666666
2017-01-01 10:00:00-06,0.4707,2.3964,-1.9256666666666669
2017-01-01 11:00:00-06,0.3571166666666666,2.9061166666666667,-2.54905
2017-01-01 12:00:00-06,0.3072166666666666,2.822016666666667,-2.5149
2017-01-01 13:00:00-06,0.3003333333333333,2.5774833333333333,-2.27715
2017-01-01 14:00:00-06,0.3614333333333333,2.083016666666667,-1.721666666666667
2017-01-01 15:00:00-06,0.44251666666666656,1.1568166666666668,-0.71425
2017-01-01 16:00:00-06,0.3003166666666666,0.22116666666666665,0.07908333333333332
2017-01-01 17:00:00-06,0.3102666666666666,0.0017333333333333333,0.3035833333333333
2017-01-01 18:00:00-06,1.5651166666666667,0.0,1.5651166666666667
2017-01-01 19:00:00-06,0.955,0.0,0.955
2017-01-01 20:00:00-06,0.9912833333333332,0.0,0.9912833333333332
2017-01-01 21:00:00-06,0.5354333333333332,0.0,0.5354333333333332
2017-01-01 22:00:00-06,0.5020833333333332,0.0,0.5020833333333332
2017-01-01 23:00:00-06,0.44631666666666653,0.0,0.44631666666666653
2017-01-02 00:00:00-06,0.7451666666666666,0.0,0.7451666666666666
2017-01-02 01:00:00-06,0.3986333333333333,0.0,0.3986333333333333
2017-01-02 02:00:00-06,0.37651666666666656,0.0,0.37651666666666656
2017-01-02 03:00:00-06,0.3869333333333333,0.0,0.3869333333333333
2017-01-02 04:00:00-06,0.3819,0.0,0.3819
2017-01-02 05:00:00-06,0.3797,0.0,0.3797
2017-01-02 06:00:00-06,0.5019666666666666,0.0,0.5019666666666666
2017-01-02 07:00:00-06,0.37115,0.0,0.3688166666666666
2017-01-02 08:00:00-06,0.4140333333333333,0.3931833333333333,0.02085
