localminute,use,gen,grid
2017-01-01 00:00:00-06,0.3096166666666666,0.0,0.3096166666666666
2017-01-01 01:00:00-06,0.3473,0.0,0.3473
2017-01-01 02:00:00-06,0.2766833333333333,0.0,0.2766833333333333
2017-01-01 03:00:00-06,0.43585,0.0,0.43585
2017-01-01 04:00:00-06,0.3712833333333333,0.0,0.3712833333333333
2017-01-01 05:00:00-06,0.5620833333333332,0.0,0.5620833333333332
2017-01-01 06:00:00-06,0.50695,0.0,0.50695
2017-01-01 07:00:00-06,0.24255,0.0106,0.22581666666666664
2017-01-01 08:00:00-06,0.28165,0.17115,0.11048333333333332
2017-01-01 09:00:00-06,0.2410166666666666,0.9461166666666664,-0.7049666666666666
2017-01-01 10:00:00-06,0.3014666666666666,1.8652666666666669,-1.56375
2017-01-01 11:00:00-06,0.2608166666666666,2.1145666666666667,-1.8537333333333332
2017-01-01 12:00:00-06,0.2976166666666666,2.592433333333333,-2.294966666666667
2017-01-01 13:00:00-06,0.2768833333333333,2.6857333333333333,-2.40875
2017-01-01 14:00:00-06,0.2847166666666666,2.3598,-2.0751833333333334
2017-01-01 15:00:00-06,0.2886666666666666,1.6408666666666667,-1.3521
2017-01-01 16:00:00-06,0.2606166666666666,0.5604,-0.29985
2017-01-01 17:00:00-06,0.2704333333333333,0.01285,0.25245
2017-01-01 18:00:00-06,0.2572666666666666,0.0,0.2572666666666666
2017-01-01 19:00:00-06,0.3750333333333333,0.0,0.3750333333333333
2017-01-01 20:00:00-06,0.40631666666666655,0.0,0.40631666666666655
2017-01-01 21:00:00-06,0.3382333333333333,0.0,0.3382333333333333
2017-01-01 22:00:00-06,0.22531666666666664,0.0,0.22531666666666664
2017-01-01 23:00:00-06,0.20173333333333326,0.0,0.20173333333333326
2017-01-02 00:00:00-06,0.1531,0.0,0.1531
2017-01-02 01:00:00-06,0.17821666666666666,0.0,0.17821666666666666
2017-01-02 02:00:00-06,0.10015,0.0,0.10015
2017-01-02 03:00:00-06,0.1762833333333333,0.0,0.1762833333333333
2017-01-02 04:00:00-06,0.11711666666666665,0.0,0.11711666666666665
2017-01-02 05:00:00-06,0.4080666666666666,0.0,0.4080666666666666
2017-01-02 06:00:00-06,0.3436166666666666,0.0,0.3436166666666666
2017-01-02 07:00:00-06,0.39085,0.0,0.3842333333333333
2017-01-02 08:00:00-06,0.2987666666666666,0.3336166666666666,-0.034866666666666664
2017-01-02 09:00:00-06,0.2928666666666666,1.1735,-0.8805166666666666
2017-01-02 10:00:00-06,0.22303333333333328,2.0952,-1.8722
2017-01-02 11:00:00-06,0.2905,2.4527666666666668,-2.162266666666667
2017-01-02 12:00:00-06,0.2406666666666666,2.896233333333333,-2.655616666666667
2017-01-02 13:00:00-06,0.2891166666666666,2.8739,-2.584783333333333
2017-01-02 14:00:00-06,0.254,2.5456333333333334,-2.2917666666666667
2017-01-02 15:00:00-06,0.2741333333333333,1.7839166666666668,-1.50975
2017-01-02 16:00:00-06,0.241,0.6407666666666666,-0.3997333333333333
2017-01-02 17:00:00-06,0.3307333333333333,0.00455,0.32175
2017-01-02 18:00:00-06,0.3394333333333333,0.0,0.3394333333333333
2017-01-02 19:00:00-06,0.38045,0.0,0.38045
2017-01-02 20:00:00-06,0.3086833333333333,0.0,0.3086833333333333
2017-01-02 21:00:00-06,0.7427,0.0,0.7427
2017-01-02 22:00:00-06,0.5007833333333332,0.0,0.5007833333333332
2017-01-02 23:00:00-06,0.44546666666666657,0.0,0.44546666666666657
2017-01-03 00:00:00-06,0.2276333333333333,0.0,0.2276333333333333
2017-01-03 01:00:00-06,0.22263333333333327,0.0,0.22263333333333327
2017-01-03 02:00:00-06,0.24415,0.0,0.24415
2017-01-03 03:00:00-06,0.18798333333333328,0.0,0.18798333333333328
2017-01-03 04:00:00-06,0.2515166666666666,0.0,0.2515166666666666
