localminute,use,gen,grid
2017-01-01 00:00:00-06,1.38835,0.0,1.3975666666666668
2017-01-01 01:00:00-06,1.84445,0.0,1.8541166666666669
2017-01-01 02:00:00-06,2.0873,0.0,2.09675
2017-01-01 03:00:00-06,0.9790333333333332,0.0,0.98835
2017-01-01 04:00:00-06,0.9663166666666664,0.0,0.9755666666666664
2017-01-01 05:00:00-06,0.91145,0.0,0.92075
2017-01-01 06:00:00-06,1.0076833333333333,0.0,1.017
2017-01-01 07:00:00-06,1.04825,0.06,0.9881
2017-01-01 08:00:00-06,0.9816166666666664,1.0217,-0.04
2017-01-01 09:00:00-06,2.43625,3.5712,-1.134966666666667
2017-01-01 10:00:00-06,1.8613,6.737383333333333,-4.8761
2017-01-01 11:00:00-06,1.9018,6.414116666666667,-4.512383333333333
2017-01-01 12:00:00-06,1.3454833333333331,6.26775,-4.922183333333333
2017-01-01 13:00:00-06,1.4039666666666668,5.4562,-4.052383333333333
2017-01-01 14:00:00-06,1.3011666666666668,4.1245,-2.823316666666667
2017-01-01 15:00:00-06,1.55255,2.33075,-0.7781833333333331
2017-01-01 16:00:00-06,3.8786333333333327,0.9001833333333331,2.978466666666667
2017-01-01 17:00:00-06,4.086416666666667,0.07131666666666667,4.015083333333333
2017-01-01 18:00:00-06,2.2990166666666667,0.0,2.308116666666667
2017-01-01 19:00:00-06,3.012916666666667,0.0,3.02135
2017-01-01 20:00:00-06,4.335183333333333,0.0,4.344416666666667
2017-01-01 21:00:00-06,2.1994833333333332,0.0,2.2087833333333333
2017-01-01 22:00:00-06,2.1466333333333334,0.0,2.156016666666667
2017-01-01 23:00:00-06,1.9651166666666668,0.0,1.9745333333333333
2017-01-02 00:00:00-06,1.2412666666666667,0.0,1.2507
2017-01-02 01:00:00-06,0.8552333333333331,0.0,0.8645833333333331
2017-01-02 02:00:00-06,0.8257166666666667,0.0,0.8349833333333331
2017-01-02 03:00:00-06,0.7943833333333331,0.0,0.8035166666666665
2017-01-02 04:00:00-06,0.8279333333333331,0.0,0.8371333333333331
2017-01-02 05:00:00-06,1.65605,0.0,1.6653166666666668
2017-01-02 06:00:00-06,0.9456666666666664,0.0,0.9547
2017-01-02 07:00:00-06,0.8538166666666666,0.44666666666666655,0.40731666666666655
2017-01-02 08:00:00-06,1.2122833333333332,3.7460166666666663,-2.53385
2017-01-02 09:00:00-06,1.18805,5.606716666666666,-4.4187666666666665
2017-01-02 10:00:00-06,2.478466666666667,6.619,-4.140616666666666
2017-01-02 11:00:00-06,1.509083333333333,6.886583333333332,-5.377583333333333
2017-01-02 12:00:00-06,1.3398166666666669,6.700666666666667,-5.360816666666667
2017-01-02 13:00:00-06,1.24945,5.749216666666666,-4.499883333333333
2017-01-02 14:00:00-06,1.26345,4.2453,-2.981733333333333
2017-01-02 15:00:00-06,1.1607333333333332,2.4042166666666667,-1.2434
2017-01-02 16:00:00-06,1.0990166666666668,0.94865,0.1503333333333333
2017-01-02 17:00:00-06,1.6062833333333333,0.06431666666666666,1.5418666666666667
2017-01-02 18:00:00-06,2.2654666666666667,0.0,2.2743333333333333
2017-01-02 19:00:00-06,5.47515,0.0,5.482566666666666
2017-01-02 20:00:00-06,4.8797,0.0,4.888033333333333
2017-01-02 21:00:00-06,2.228216666666667,0.0,2.23745
2017-01-02 22:00:00-06,2.65355,0.0,2.66285
2017-01-02 23:00:00-06,1.43225,0.0,1.4416833333333332
2017-01-03 00:00:00-06,1.29,0.0,1.2994666666666668
2017-01-03 01:00:00-06,0.88615,0.0,0.8953
2017-01-03 02:00:00-06,0.88975,0.0,0.89895
2017-01-03 03:00:00-06,1.0504666666666669,0.0,1.0598333333333332
2017-01-03 04:00:00-06,2.139333333333333,0.0,2.1487
2017-01-03 05:00:00-06,1.0461833333333332,0.0,1.0552666666666668
2017-01-03 06:00:00-06,1.6081333333333332,0.0,1.6172
2017-01-03 07:00:00-06,1.5750833333333332,0.39636666666666653,1.1788166666666668
2017-01-03 08:00:00-06,1.14905,3.3555,-2.2063333333333333
2017-01-03 09:00:00-06,1.0271833333333331,5.4642,-4.43705
2017-01-03 10:00:00-06,2.0900833333333333,6.218,-4.12785
2017-01-03 11:00:00-06,2.0861666666666667,6.753216666666666,-4.66715
2017-01-03 12:00:00-06,1.0398166666666668,6.4618,-5.422116666666667
2017-01-03 13:00:00-06,0.8172666666666666,5.274683333333333,-4.4574
2017-01-03 14:00:00-06,0.7531166666666665,4.165833333333333,-3.412716666666667
2017-01-03 15:00:00-06,1.0020166666666663,2.3844,-1.38245
2017-01-03 16:00:00-06,1.0390166666666667,0.9546333333333332,0.08435
2017-01-03 17:00:00-06,2.7499333333333333,0.1084,2.641566666666667
2017-01-03 18:00:00-06,4.374766666666666,0.0,4.384066666666667
2017-01-03 19:00:00-06,3.0640666666666667,0.0,3.0737
2017-01-03 20:00:00-06,1.98795,0.0,1.99725
2017-01-03 21:00:00-06,1.8716833333333331,0.0,1.88105
2017-01-03 22:00:00-06,1.8304833333333332,0.0,1.8399166666666669
2017-01-03 23:00:00-06,1.9504833333333331,0.0,1.96005
2017-01-04 00:00:00-06,3.31705,0.0,3.3269333333333333
2017-01-04 01:00:00-06,1.73935,0.0,1.7489
2017-01-04 02:00:00-06,1.1732,0.0,1.18245
2017-01-04 03:00:00-06,1.9332333333333331,0.0,1.9429166666666668
2017-01-04 04:00:00-06,2.7369833333333333,0.0,2.7465
2017-01-04 05:00:00-06,1.2971166666666667,0.0,1.3062333333333331
2017-01-04 06:00:00-06,2.2257,0.0,2.2351
2017-01-04 07:00:00-06,2.719733333333333,0.02785,2.69185
2017-01-04 08:00:00-06,2.9401333333333333,0.7422833333333331,2.1977333333333333
2017-01-04 09:00:00-06,1.37505,1.6834,-0.3082333333333333
2017-01-04 10:00:00-06,1.3706666666666667,1.8595,-0.4887333333333332
2017-01-04 11:00:00-06,1.367916666666667,1.550433333333333,-0.1825333333333333
