localminute,use,gen,grid
2017-01-01 00:00:00-06,6.4875,0.0,6.4875
2017-01-01 01:00:00-06,2.8168,0.0,2.8168
2017-01-01 02:00:00-06,0.2765166666666666,0.0,0.2765166666666666
2017-01-01 03:00:00-06,0.2977166666666666,0.0,0.2977166666666666
2017-01-01 04:00:00-06,0.3049,0.0,0.3049
2017-01-01 05:00:00-06,0.27815,0.0,0.27815
2017-01-01 06:00:00-06,0.3622,0.0,0.3622
2017-01-01 07:00:00-06,0.6241333333333332,0.0,0.61995
2017-01-01 08:00:00-06,0.6692,0.07173333333333333,0.5974666666666666
2017-01-01 09:00:00-06,0.4488666666666665,0.20988333333333328,0.239
2017-01-01 10:00:00-06,0.21406666666666666,0.3493166666666666,-0.1351
2017-01-01 11:00:00-06,0.22856666666666664,0.7926666666666666,-0.5640833333333332
2017-01-01 12:00:00-06,0.337,1.2907,-0.9537
2017-01-01 13:00:00-06,0.50235,1.6101833333333333,-1.1078
2017-01-01 14:00:00-06,0.5874,1.7284,-1.141066666666667
2017-01-01 15:00:00-06,0.4469166666666666,1.6329,-1.1859
2017-01-01 16:00:00-06,0.24045,0.90505,-0.6646833333333332
2017-01-01 17:00:00-06,0.3609,0.02188333333333333,0.3355333333333333
2017-01-01 18:00:00-06,0.6918666666666666,0.0,0.6918666666666666
2017-01-01 19:00:00-06,0.40851666666666653,0.0,0.40851666666666653
2017-01-01 20:00:00-06,0.5038333333333332,0.0,0.5038333333333332
2017-01-01 21:00:00-06,0.5640333333333332,0.0,0.5640333333333332
2017-01-01 22:00:00-06,5.569816666666666,0.0,5.569816666666666
2017-01-01 23:00:00-06,0.6492166666666666,0.0,0.6492166666666666
2017-01-02 00:00:00-06,0.3137666666666666,0.0,0.3137666666666666
2017-01-02 01:00:00-06,0.2983166666666666,0.0,0.2983166666666666
2017-01-02 02:00:00-06,0.2570666666666666,0.0,0.2570666666666666
2017-01-02 03:00:00-06,0.2777,0.0,0.2777
2017-01-02 04:00:00-06,0.25395,0.0,0.25395
2017-01-02 05:00:00-06,0.2642333333333333,0.0,0.2642333333333333
2017-01-02 06:00:00-06,0.281,0.0,0.281
2017-01-02 07:00:00-06,0.6263833333333332,0.0,0.625
2017-01-02 08:00:00-06,0.8102833333333331,0.04395,0.7662
2017-01-02 09:00:00-06,0.5516333333333332,0.08351666666666666,0.4681333333333332
2017-01-02 10:00:00-06,0.4903833333333332,0.3350833333333333,0.1551833333333333
2017-01-02 11:00:00-06,0.3409166666666666,0.91445,-0.5736166666666666
2017-01-02 12:00:00-06,0.3501,1.43425,-1.0842666666666667
2017-01-02 13:00:00-06,0.3218666666666666,1.7361666666666669,-1.4143333333333332
2017-01-02 14:00:00-06,0.6409,1.85495,-1.2140833333333332
2017-01-02 15:00:00-06,1.0298666666666667,1.7768333333333333,-0.7469666666666666
2017-01-02 16:00:00-06,0.40421666666666656,1.0743833333333332,-0.6702166666666666
2017-01-02 17:00:00-06,0.3338833333333333,0.014733333333333331,0.3156666666666666
2017-01-02 18:00:00-06,0.3428666666666666,0.0,0.3428666666666666
2017-01-02 19:00:00-06,0.6877166666666666,0.0,0.6877166666666666
2017-01-02 20:00:00-06,0.5412666666666666,0.0,0.5412666666666666
2017-01-02 21:00:00-06,0.4544166666666666,0.0,0.4544166666666666
2017-01-02 22:00:00-06,6.54395,0.0,6.54395
2017-01-02 23:00:00-06,6.47555,0.0,6.47555
2017-01-03 00:00:00-06,6.470583333333333,0.0,6.470583333333333
2017-01-03 01:00:00-06,6.539233333333333,0.0,6.539233333333333
2017-01-03 02:00:00-06,6.3350833333333325,0.0,6.3350833333333325
2017-01-03 03:00:00-06,0.3544666666666666,0.0,0.3544666666666666
2017-01-03 04:00:00-06,0.3334166666666666,0.0,0.3334166666666666
2017-01-03 05:00:00-06,0.3560666666666666,0.0,0.3560666666666666
2017-01-03 06:00:00-06,0.40231666666666654,0.0,0.40231666666666654
2017-01-03 07:00:00-06,0.7061833333333332,0.00075,0.7001666666666666
2017-01-03 08:00:00-06,0.5146833333333332,0.06561666666666666,0.44915
2017-01-03 09:00:00-06,0.2350666666666666,0.13266666666666665,0.10241666666666664
2017-01-03 10:00:00-06,0.2789333333333333,0.38566666666666655,-0.10675
2017-01-03 11:00:00-06,0.2420833333333333,0.9129166666666666,-0.6707
2017-01-03 12:00:00-06,0.26765,1.3954333333333333,-1.1279
2017-01-03 13:00:00-06,0.2427666666666666,1.58535,-1.34255
2017-01-03 14:00:00-06,0.2716166666666666,1.7399666666666669,-1.4683166666666667
2017-01-03 15:00:00-06,0.2459,1.6646666666666667,-1.4188333333333332
2017-01-03 16:00:00-06,0.2701833333333333,1.0108333333333333,-0.7406833333333331
2017-01-03 17:00:00-06,0.2593333333333333,0.04828333333333332,0.20788333333333328
2017-01-03 18:00:00-06,0.2517666666666666,0.0,0.2517666666666666
2017-01-03 19:00:00-06,0.36858333333333326,0.0,0.36858333333333326
2017-01-03 20:00:00-06,0.5187833333333332,0.0,0.5187833333333332
2017-01-03 21:00:00-06,0.4543833333333333,0.0,0.4543833333333333
2017-01-03 22:00:00-06,6.52025,0.0,6.52025
2017-01-03 23:00:00-06,5.9877,0.0,5.9877
2017-01-04 00:00:00-06,0.38226666666666653,0.0,0.38226666666666653
2017-01-04 01:00:00-06,0.2563166666666666,0.0,0.2563166666666666
2017-01-04 02:00:00-06,0.2884,0.0,0.2884
2017-01-04 03:00:00-06,0.42685,0.0,0.42685
2017-01-04 04:00:00-06,0.2600666666666666,0.0,0.2600666666666666
2017-01-04 05:00:00-06,0.2678833333333333,0.0,0.2678833333333333
2017-01-04 06:00:00-06,0.47925,0.0,0.47925
2017-01-04 07:00:00-06,0.4597,0.0,0.4581333333333333
2017-01-04 08:00:00-06,0.2852,0.1426,0.1427
2017-01-04 09:00:00-06,0.23935,0.3605166666666666,-0.1213
